sentence,sentiment,impact,sentiments,impacts,batch,film_title,sentences_nopunc,duplicated
Interesting.,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,Solar Superstorms: Journey to the Center of the Sun,interesting,TRUE
"I hear about school textbooks having many errors  --  I would have hoped for better from this ""expensive"" documentary. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],1,Seeing the Beginning of Time,i hear about school textbooks having many errors  i would have hoped for better from this expensive documentary,FALSE
" Maybe the author was trying to say that the ""red shift"" has been shown to be larger for more distant objects, thus indicating that the expansion is accelerating, but if that is what they meant, then it should be been worded correctly. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],1,Seeing the Beginning of Time,maybe the author was trying to say that the red shift has been shown to be larger for more distant objects thus indicating that the expansion is accelerating but if that is what they meant then it should be been worded correctly,FALSE
"As with many so called documentaries that focus on astronomy in recent years, they present more conjecture and assumption than actual fact; throwing around contradictory ideas and arbitrary numbers doesn't impress me;  a real documentary presents known facts, and lets the viewer decide the rest for themselves... ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],1,The Jupiter Enigma,as with many so called documentaries that focus on astronomy in recent years they present more conjecture and assumption than actual fact throwing around contradictory ideas and arbitrary numbers doesnt impress me a real documentary presents known facts and lets the viewer decide the rest for themselves,FALSE
Not to mention they are trying to fit the science to the evidence.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],1,The Jupiter Enigma,not to mention they are trying to fit the science to the evidence,FALSE
"Unfortunately, this term is a popular 'buzz' word which impresses (but misleads) the hoi-polloi. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],1,Seeing the Beginning of Time,unfortunately this term is a popular buzz word which impresses but misleads the hoipolloi,FALSE
"THIS SHOW ASSUMED ONE THING AFTER ANOTHER LIKE IT WAS FACTUAL, TO DO THIS IS NOT SCIENCE, TERRIBLE SHOW. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],1,The Jupiter Enigma,this show assumed one thing after another like it was factual to do this is not science terrible show,FALSE
No proof is provide...all guess work.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],1,The Jupiter Enigma,no proof is provideall guess work,FALSE
Neither enough explanation of how the sun ''works' or predictions about expected future eruptions other than 'they'll happen'.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],1,Solar Superstorms: Journey to the Center of the Sun,neither enough explanation of how the sun works or predictions about expected future eruptions other than theyll happen,FALSE
All they want to do is get you to watch an hour of fiction.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'
 'Engagement with Film']",2,The Jupiter Enigma,all they want to do is get you to watch an hour of fiction,FALSE
I had really hard time understanding most of it.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Shift in Knowledge' 'Interest with Science Topic'
 'Shift in Knowledge']",2,Seeing the Beginning of Time,i had really hard time understanding most of it,FALSE
No space does not look like this.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'
 'Interest with Science Topic']",2,The Jupiter Enigma,no space does not look like this,FALSE
"Unfortunately,HUGE lack of actual facts. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'
 'Shift in Knowledge']",2,The Jupiter Enigma,unfortunatelyhuge lack of actual facts,FALSE
"Probably, advanced cosmic enthusiasts can learn more. ",Negative,Shift in Knowledge,['Neutral' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'
 'Shift in Knowledge']",2,Seeing the Beginning of Time,probably advanced cosmic enthusiasts can learn more,FALSE
"A star's ""red shift"" is NOT caused by ""how far the universe has expanded""  --  the cause is from the velocity of the star away from the viewer. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'
 'Shift in Knowledge']",2,Seeing the Beginning of Time,a stars red shift is not caused by how far the universe has expanded  the cause is from the velocity of the star away from the viewer,FALSE
If you have watched previous space documentaries the info here is way old.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Shift in Knowledge' 'Interest with Science Topic'
 'Shift in Knowledge']",2,Seeing the Beginning of Time,if you have watched previous space documentaries the info here is way old,FALSE
My biggest problem with the documentary is that it was very unclear what knowledge was gained by the Juno satellite mission and what was obtained from other sources.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Positive'],['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'],3,The Jupiter Enigma,my biggest problem with the documentary is that it was very unclear what knowledge was gained by the juno satellite mission and what was obtained from other sources,FALSE
"Actually, I think - and this thought was reinforced by watching the documentary - that we are still in the ""dark ages,"" of humankind... who knows what future revelations will occur, what grand events will take place in humanity's technological future? ",Negative,Shift in Knowledge,['Positive' 'Negative' 'Neutral'],['Interest with Science Topic' 'Shift in Knowledge' 'Engagement with Film'],3,Seeing the Beginning of Time,actually i think and this thought was reinforced by watching the documentary that we are still in the dark ages of humankind who knows what future revelations will occur what grand events will take place in humanitys technological future,FALSE
You literally do not know what you were talking about.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'],3,Birth of Planet Earth,you literally do not know what you were talking about,FALSE
Sounds like the Kennedy assassination.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Not applicable' 'Shift in Knowledge'],3,The Jupiter Enigma,sounds like the kennedy assassination,FALSE
One that seems to have no answers.,Negative,Shift in Knowledge,['Negative' 'Neutral' 'Positive'],['Shift in Knowledge' 'Not applicable' 'Shift in Knowledge'],4,Space Junk,one that seems to have no answers,FALSE
"To be truthful, this film was a little over my head. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Engagement with Film'],4,Solar Superstorms,to be truthful this film was a little over my head,FALSE
I learned no more from this doc.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,i learned no more from this doc,FALSE
"One error--Joplin may have had the highest dollar loss, but the tornado in May of 1999, in Oklahoma City, is the only F6 tornado ever recorded. ",Negative,Shift in Knowledge,['Negative' 'Neutral' 'Negative'],['Shift in Knowledge' 'Interest with Science Topic' 'Shift in Knowledge'],4,SuperTornado: Anatomy of a Megadisaster,one errorjoplin may have had the highest dollar loss but the tornado in may of 1999 in oklahoma city is the only f6 tornado ever recorded,FALSE
It seemed that it did not answer the question: what it was like at the beginning of time.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'],4,Seeing the Beginning of Time,it seemed that it did not answer the question what it was like at the beginning of time,FALSE
Sad to see 'scientists' still either refusing to acknowledge electrical involvement in our solar system and universe or plain ignorance of it.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Interest with Science Topic' 'Shift in Knowledge'],4,The Jupiter Enigma,sad to see scientists still either refusing to acknowledge electrical involvement in our solar system and universe or plain ignorance of it,FALSE
There is a lot of assumption and hypothesis which could be taken for fact by the unwary.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Engagement with Film'],5,The Jupiter Enigma,there is a lot of assumption and hypothesis which could be taken for fact by the unwary,FALSE
No there is no data that even implies ages mentioned and what we do know is filled with so much hot air that the uninformed say wow.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Interest with Science Topic' 'Shift in Knowledge'],5,The Jupiter Enigma,no there is no data that even implies ages mentioned and what we do know is filled with so much hot air that the uninformed say wow,FALSE
"Okay it's a popular theory but its still a ""Theory"" and needs to be found and Identified which it hasn't, but this ""doco"" is portraying it as though its fact. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Interest with Science Topic' 'Shift in Knowledge'],5,Seeing the Beginning of Time,okay its a popular theory but its still a theory and needs to be found and identified which it hasnt but this doco is portraying it as though its fact,FALSE
"If you're looking to learn about the Jolin Tornado, this ain't it. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'],5,SuperTornado: Anatomy of a Megadisaster,if youre looking to learn about the jolin tornado this aint it,FALSE
We are still bad at predicting storms.,Negative,Shift in Knowledge,['Positive' 'Negative' 'Neutral'],['Shift in Knowledge' 'Not applicable' 'Shift in Knowledge'],5,SuperTornado: Anatomy of a Megadisaster,we are still bad at predicting storms,FALSE
" Another flub;  the ""red shift"" is not affected by the distance between the star and the viewer, it is caused by the relative velocity between them. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],5,Seeing the Beginning of Time,another flub the red shift is not affected by the distance between the star and the viewer it is caused by the relative velocity between them,FALSE
I found there to be too much hard to understand info about air flows.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],5,SuperTornado: Anatomy of a Megadisaster,i found there to be too much hard to understand info about air flows,FALSE
"The more I watched this file, the more I was confused. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'],5,Seeing the Beginning of Time,the more i watched this file the more i was confused,FALSE
I did not learn much new and that is supposed to be the point of a documentary.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],5,SuperTornado: Anatomy of a Megadisaster,i did not learn much new and that is supposed to be the point of a documentary,FALSE
I gave this 2 stars because they had some facts wrong.,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],5,Solar Superstorms,i gave this 2 stars because they had some facts wrong,FALSE
Who knew there was so much crap floating around above the Earth.,Negative,Shift in Knowledge,['Positive' 'Neutral' 'Negative'],['Shift in Knowledge' 'Not applicable' 'Shift in Knowledge'],6,Space Junk,who knew there was so much crap floating around above the earth,FALSE
